,AA,DL,year, month,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
1902,1,0,2009,5,920.0,269.0,72.65,7.81,146.30,0.0,42.23,3.0,2.0,14559.0,4947.0,710.0,6284.0,0.0,2618.0
2047,1,0,2007,6,919.0,470.0,89.53,15.97,282.68,1.84,79.98,19.0,10.0,39458.0,11529.0,1556.0,17184.0,97.0,9092.0
2049,1,0,2009,8,919.0,221.0,64.34,5.9,124.23,0.0,26.53,7.0,8.0,13501.0,5472.0,419.0,5379.0,0.0,2231.0
2055,1,0,2015,9,919.0,158.0,63.87,5.16,45.94,0.29,42.73,3.0,4.0,9203.0,3659.0,390.0,1789.0,12.0,3353.0
2062,1,0,2015,4,918.0,167.0,54.93,7.76,52.03,0.0,52.28,8.0,0.0,10168.0,3302.0,583.0,2836.0,0.0,3447.0
2078,1,0,2014,3,917.0,145.0,47.71,5.45,37.87,0.0,53.97,9.0,1.0,8160.0,2569.0,311.0,1694.0,0.0,3586.0
2079,1,0,2014,12,917.0,445.0,64.98,3.68,298.87,0.0,77.47,15.0,8.0,29908.0,3501.0,241.0,19678.0,0.0,6488.0
2092,1,0,2011,1,915.0,200.0,56.70,18.52,94.52,0.0,30.27,23.0,8.0,11837.0,3600.0,858.0,5333.0,0.0,2046.0
2112,1,0,2017,9,914.0,128.0,62.43,1.17,35.08,0.81,28.52,18.0,1.0,7488.0,4168.0,73.0,1232.0,17.0,1998.0
2113,1,0,2004,4,913.0,151.0,51.21,12.88,45.88,0.0,41.03,1.0,0.0,7870.0,3019.0,795.0,1813.0,0.0,2243.0
2115,1,0,2010,12,913.0,353.0,44.61,14.92,250.93,0.0,42.54,24.0,3.0,23937.0,2355.0,973.0,17688.0,0.0,2921.0
2120,1,0,2005,11,912.0,173.0,67.21,3.14,59.24,0.0,43.41,1.0,1.0,8436.0,3761.0,228.0,1809.0,0.0,2638.0
2124,1,0,2007,12,912.0,350.0,141.15,22.85,76.05,0.34,109.61,7.0,0.0,20011.0,8042.0,1385.0,2871.0,29.0,7684.0
2135,1,0,2017,9,912.0,141.0,38.30,4.01,63.14,0.63,34.93,162.0,0.0,7381.0,1999.0,379.0,2424.0,17.0,2562.0
2147,1,0,2014,8,911.0,253.0,77.38,9.02,89.78,0.0,76.82,7.0,3.0,14931.0,5009.0,702.0,3897.0,0.0,5323.0
2150,1,0,2004,3,910.0,176.0,51.92,9.97,53.82,0.26,60.03,9.0,1.0,8550.0,2287.0,604.0,1642.0,9.0,4008.0
2154,1,0,2010,11,910.0,173.0,53.03,2.63,98.91,0.0,18.44,5.0,2.0,9802.0,3029.0,97.0,5412.0,0.0,1264.0
2155,1,0,2012,10,910.0,492.0,109.33,5.16,291.91,0.0,85.61,20.0,2.0,26933.0,6765.0,281.0,13820.0,0.0,6067.0
2156,1,0,2013,5,910.0,220.0,57.67,10.34,99.57,0.0,52.42,5.0,2.0,14252.0,3336.0,837.0,6217.0,0.0,3862.0
2173,1,0,2006,5,91.0,24.0,6.55,2.14,6.94,0.0,8.38,0.0,0.0,1298.0,327.0,155.0,368.0,0.0,448.0
2291,1,0,2010,10,909.0,167.0,55.94,6.77,68.14,0.0,36.15,9.0,2.0,8162.0,2672.0,535.0,2976.0,0.0,1979.0
2298,1,0,2017,2,909.0,117.0,47.27,1.06,28.38,0.0,40.28,2.0,1.0,5730.0,2414.0,125.0,1190.0,0.0,2001.0
2306,1,0,2012,6,908.0,247.0,74.11,16.76,112.80,1.03,42.30,14.0,2.0,13126.0,3751.0,1806.0,4271.0,56.0,3242.0
2319,1,0,2013,3,907.0,239.0,74.29,12.58,93.76,0.0,58.36,8.0,2.0,13210.0,3800.0,650.0,4945.0,0.0,3815.0
2326,1,0,2006,2,906.0,189.0,63.20,15.89,57.91,0.89,51.12,11.0,1.0,12080.0,5187.0,779.0,2273.0,64.0,3777.0
2330,1,0,2011,3,906.0,161.0,72.20,4.68,41.80,0.0,42.32,23.0,5.0,8660.0,4141.0,461.0,1581.0,0.0,2477.0
2332,1,0,2013,9,906.0,236.0,36.25,9.94,141.51,0.0,48.30,2.0,0.0,15884.0,3133.0,608.0,8796.0,0.0,3347.0
2337,1,0,2006,10,905.0,142.0,38.96,6.6,37.62,0.0,58.82,8.0,0.0,7060.0,1818.0,385.0,1334.0,0.0,3523.0
2340,1,0,2010,4,905.0,155.0,69.44,3.57,35.03,0.0,46.96,7.0,2.0,7702.0,3804.0,199.0,1269.0,0.0,2430.0
2341,1,0,2010,5,905.0,210.0,58.02,7.65,79.56,0.0,64.78,15.0,1.0,11236.0,2870.0,619.0,3480.0,0.0,4267.0
2343,1,0,2013,6,905.0,376.0,82.36,13.1,195.05,0.0,85.48,11.0,6.0,28919.0,5110.0,1120.0,15314.0,0.0,7375.0
2348,1,0,2016,3,905.0,192.0,60.02,4.45,59.25,0.0,68.28,30.0,1.0,10260.0,3264.0,330.0,2166.0,0.0,4500.0
2370,1,0,2009,4,903.0,261.0,67.80,2.23,141.49,1.0,48.47,11.0,9.0,21608.0,6082.0,200.0,11409.0,111.0,3806.0
2372,1,0,2011,1,903.0,148.0,61.14,13.66,40.16,0.0,33.04,50.0,2.0,6237.0,2609.0,633.0,1257.0,0.0,1738.0
2375,1,0,2015,6,903.0,206.0,52.95,7.98,69.57,0.0,75.50,13.0,0.0,10732.0,2733.0,421.0,2846.0,0.0,4732.0
2383,1,0,2005,10,902.0,153.0,57.16,7.25,35.82,0.01,52.75,23.0,0.0,7601.0,2685.0,489.0,1254.0,2.0,3171.0
2385,1,0,2008,5,902.0,240.0,77.00,6.66,76.04,0.0,80.30,12.0,4.0,13036.0,4011.0,371.0,3022.0,0.0,5632.0
2386,1,0,2008,7,902.0,283.0,67.05,17.32,123.55,0.0,75.08,19.0,5.0,15470.0,3729.0,978.0,6238.0,0.0,4525.0
2387,1,0,2009,7,902.0,240.0,75.12,23.62,78.58,0.0,62.69,11.0,4.0,12955.0,3412.0,1683.0,3001.0,0.0,4859.0
2388,1,0,2010,6,902.0,215.0,61.77,11.81,66.68,0.0,74.75,28.0,2.0,13585.0,3939.0,1078.0,3169.0,0.0,5399.0
2389,1,0,2010,8,902.0,200.0,86.36,7.98,57.36,1.0,47.29,11.0,4.0,11582.0,5899.0,478.0,2472.0,20.0,2713.0
2393,1,0,2015,3,902.0,172.0,71.10,5.85,43.52,0.0,51.54,23.0,1.0,10636.0,4640.0,522.0,1678.0,0.0,3796.0
2401,1,0,2011,8,901.0,268.0,79.04,21.82,107.85,0.0,59.30,48.0,20.0,13727.0,3572.0,1261.0,5044.0,0.0,3850.0
2404,1,0,2016,5,901.0,203.0,66.56,14.96,64.44,0.63,56.41,6.0,5.0,12464.0,3836.0,1695.0,2770.0,27.0,4136.0
2409,1,0,2004,9,900.0,120.0,38.47,6.02,42.63,0.0,32.88,159.0,0.0,6498.0,2231.0,601.0,1728.0,0.0,1938.0
2411,1,0,2007,1,900.0,262.0,95.86,27.95,45.40,0.0,92.78,13.0,0.0,15674.0,6014.0,1832.0,1999.0,0.0,5829.0
2412,1,0,2008,6,900.0,372.0,113.91,11.89,135.57,0.0,110.63,15.0,3.0,25238.0,9097.0,1203.0,5922.0,0.0,9016.0
2418,1,0,2013,3,900.0,176.0,55.45,9.9,70.88,0.59,39.18,15.0,1.0,8906.0,2460.0,631.0,3261.0,13.0,2541.0
2420,1,0,2015,3,900.0,215.0,103.20,3.67,53.25,0.21,54.66,15.0,2.0,11892.0,6453.0,158.0,1565.0,10.0,3706.0
2422,1,0,2017,3,900.0,176.0,57.11,3.32,67.97,0.43,47.17,7.0,1.0,11725.0,3237.0,527.0,3531.0,30.0,4400.0
2508,1,0,2006,6,90.0,8.0,6.14,0.0,1.13,0.0,0.72,1.0,1.0,533.0,418.0,0.0,99.0,0.0,16.0
2517,1,0,2006,7,90.0,16.0,4.05,1.21,4.81,0.0,5.93,1.0,0.0,1060.0,191.0,72.0,394.0,0.0,403.0
2826,1,0,2014,11,899.0,305.0,73.60,5.55,164.14,0.0,61.71,3.0,1.0,15922.0,3411.0,440.0,8419.0,0.0,3652.0
2832,1,0,2007,5,898.0,259.0,52.48,15.09,124.00,0.0,67.43,14.0,0.0,13714.0,2482.0,1498.0,5480.0,0.0,4254.0
2833,1,0,2007,8,898.0,256.0,75.77,8.15,83.12,0.09,88.86,15.0,0.0,16718.0,4807.0,588.0,4854.0,6.0,6463.0
2834,1,0,2007,10,898.0,232.0,68.93,5.52,89.69,0.0,67.85,4.0,0.0,11102.0,3111.0,439.0,3312.0,0.0,4240.0
2838,1,0,2012,12,898.0,362.0,90.37,9.56,185.91,0.0,76.17,22.0,2.0,22133.0,5754.0,741.0,11069.0,0.0,4569.0
2850,1,0,2008,8,897.0,247.0,83.11,20.6,60.77,0.0,82.53,14.0,2.0,13500.0,4459.0,1223.0,2696.0,0.0,5122.0
2854,1,0,2014,3,897.0,221.0,54.41,9.29,97.86,0.0,59.43,13.0,4.0,11870.0,2491.0,586.0,5416.0,0.0,3377.0
2865,1,0,2009,6,896.0,265.0,77.59,12.35,116.77,0.0,58.28,9.0,9.0,19205.0,6649.0,990.0,5817.0,0.0,5749.0
2867,1,0,2010,5,896.0,190.0,55.80,10.93,74.00,0.0,49.27,15.0,4.0,10161.0,2508.0,850.0,3382.0,0.0,3421.0
2869,1,0,2010,7,896.0,222.0,59.16,8.85,97.16,0.0,56.83,20.0,5.0,11408.0,2780.0,416.0,4681.0,0.0,3531.0
2871,1,0,2012,4,896.0,170.0,59.25,11.46,60.47,0.0,38.82,15.0,1.0,7963.0,2728.0,906.0,1898.0,0.0,2431.0
2873,1,0,2014,5,896.0,279.0,64.74,6.82,143.46,0.39,63.58,14.0,0.0,14882.0,3474.0,786.0,6083.0,15.0,4524.0
2875,1,0,2017,7,896.0,242.0,76.94,16.28,40.46,2.32,106.00,16.0,0.0,16720.0,4960.0,1795.0,2152.0,90.0,7723.0
2878,1,0,2008,2,895.0,367.0,92.83,17.33,188.82,0.0,68.03,39.0,0.0,23210.0,6437.0,1067.0,10822.0,0.0,4884.0
2879,1,0,2009,10,895.0,124.0,43.24,0.1,55.79,0.0,24.87,4.0,4.0,7546.0,2814.0,26.0,2667.0,0.0,2039.0
2884,1,0,2015,5,895.0,237.0,49.03,16.47,115.91,0.39,55.20,8.0,0.0,12620.0,2897.0,1185.0,4636.0,11.0,3891.0
2891,1,0,2007,10,894.0,269.0,89.33,8.9,85.33,1.11,84.33,1.0,0.0,11332.0,3751.0,655.0,2645.0,23.0,4258.0
2895,1,0,2013,12,894.0,183.0,54.90,15.19,61.47,0.0,51.44,31.0,3.0,9893.0,2897.0,870.0,3388.0,0.0,2738.0
2896,1,0,2013,12,894.0,210.0,57.63,22.57,68.61,0.0,61.20,26.0,1.0,10852.0,3060.0,1278.0,2737.0,0.0,3777.0
2897,1,0,2014,6,894.0,266.0,44.76,14.79,106.44,0.0,100.01,12.0,6.0,17097.0,2496.0,1231.0,6022.0,0.0,7348.0
2900,1,0,2014,12,894.0,172.0,55.84,1.6,58.43,0.33,55.79,2.0,1.0,6668.0,2772.0,50.0,1588.0,6.0,2252.0
2901,1,0,2015,4,894.0,167.0,62.65,8.07,36.45,0.0,59.83,3.0,1.0,8135.0,2707.0,591.0,1234.0,0.0,3603.0
2906,1,0,2006,2,893.0,262.0,47.69,11.02,164.96,0.0,38.33,26.0,0.0,13449.0,2947.0,726.0,7287.0,0.0,2489.0
2910,1,0,2009,5,893.0,171.0,69.44,12.66,56.72,0.0,32.18,9.0,5.0,9404.0,3881.0,953.0,2061.0,0.0,2509.0
2911,1,0,2011,7,893.0,248.0,77.14,14.0,93.12,0.0,63.75,24.0,14.0,12710.0,3959.0,880.0,3790.0,0.0,4081.0
2919,1,0,2007,2,892.0,282.0,73.05,3.37,131.17,1.19,73.22,66.0,0.0,16561.0,5050.0,92.0,5336.0,26.0,6057.0
2931,1,0,2010,12,891.0,181.0,58.00,13.16,70.91,1.0,37.94,31.0,6.0,8762.0,2818.0,576.0,3030.0,37.0,2301.0
2934,1,0,2013,10,891.0,236.0,62.51,2.38,120.46,0.0,50.65,0.0,0.0,10001.0,3173.0,124.0,4405.0,0.0,2299.0
2941,1,0,2007,1,890.0,207.0,62.59,19.28,37.91,0.5,86.72,36.0,1.0,12378.0,2792.0,1273.0,2649.0,10.0,5654.0
2942,1,0,2007,7,890.0,331.0,68.99,25.32,129.90,0.0,106.79,27.0,2.0,21082.0,4127.0,2133.0,7269.0,0.0,7553.0
3164,1,0,2008,11,889.0,224.0,59.79,6.48,124.87,0.0,32.86,9.0,1.0,14601.0,4566.0,368.0,7053.0,0.0,2614.0
3172,1,0,2015,1,889.0,157.0,58.30,10.69,29.87,1.0,57.14,7.0,1.0,9667.0,3807.0,749.0,1214.0,61.0,3836.0
3173,1,0,2015,3,889.0,168.0,65.55,2.98,42.70,1.0,55.76,19.0,1.0,9746.0,3673.0,183.0,1833.0,37.0,4020.0
3175,1,0,2016,7,889.0,228.0,63.41,13.32,57.74,0.32,93.21,12.0,1.0,13986.0,3341.0,1184.0,2669.0,10.0,6782.0
3177,1,0,2017,9,889.0,113.0,45.14,3.4,30.68,0.0,33.78,39.0,4.0,6786.0,2837.0,453.0,1347.0,0.0,2149.0
3179,1,0,2017,11,889.0,91.0,34.24,0.0,20.88,0.34,35.54,1.0,0.0,3948.0,1533.0,0.0,628.0,7.0,1780.0
3189,1,0,2009,8,888.0,193.0,70.73,14.82,62.01,0.0,45.44,7.0,4.0,10044.0,3433.0,1121.0,2384.0,0.0,3106.0
3190,1,0,2010,2,888.0,167.0,62.15,6.17,71.55,0.0,27.13,79.0,2.0,8049.0,3738.0,297.0,2391.0,0.0,1623.0
3199,1,0,2011,5,887.0,260.0,72.84,20.23,111.66,0.0,55.26,41.0,3.0,15516.0,3708.0,1805.0,5133.0,0.0,4870.0
3201,1,0,2012,12,887.0,178.0,97.79,6.25,26.87,0.0,47.08,27.0,3.0,8658.0,5045.0,186.0,745.0,0.0,2682.0
3208,1,0,2007,3,886.0,219.0,69.84,13.68,55.19,0.0,80.29,34.0,0.0,11839.0,3955.0,676.0,2306.0,0.0,4902.0
3211,1,0,2012,9,886.0,384.0,148.74,8.48,138.40,0.0,88.38,22.0,2.0,20404.0,7735.0,489.0,6186.0,0.0,5994.0
3217,1,0,2017,12,886.0,207.0,79.89,6.04,62.64,0.0,58.43,1.0,0.0,10331.0,4086.0,499.0,2179.0,0.0,3567.0
3220,1,0,2016,9,885.0,181.0,59.76,10.67,60.12,0.0,50.46,3.0,3.0,9883.0,3174.0,639.0,2890.0,0.0,3180.0
3223,1,0,2005,2,884.0,145.0,63.86,8.34,25.16,0.0,47.63,3.0,0.0,6950.0,3363.0,349.0,862.0,0.0,2376.0
3230,1,0,2013,4,884.0,335.0,78.75,11.6,158.38,1.0,85.28,9.0,1.0,21462.0,5322.0,908.0,8919.0,29.0,6284.0
3232,1,0,2013,11,884.0,231.0,69.21,4.11,109.36,0.21,48.11,9.0,0.0,10312.0,3475.0,297.0,4021.0,13.0,2506.0
3234,1,0,2017,4,884.0,155.0,57.80,3.4,42.76,0.0,51.05,4.0,1.0,8925.0,3571.0,143.0,1483.0,0.0,3728.0
3240,1,0,2012,3,883.0,275.0,59.10,6.57,156.51,0.29,52.52,29.0,6.0,18840.0,2754.0,361.0,11139.0,5.0,4581.0
3242,1,0,2013,1,883.0,154.0,57.01,9.17,41.42,0.0,46.40,18.0,1.0,7435.0,3158.0,516.0,1613.0,0.0,2148.0
3251,1,0,2004,4,882.0,134.0,34.10,9.38,36.49,0.0,54.04,5.0,1.0,6152.0,1789.0,499.0,1138.0,0.0,2726.0
3256,1,0,2015,3,882.0,216.0,83.87,6.36,62.26,0.0,63.51,22.0,4.0,11960.0,4762.0,652.0,2434.0,0.0,4112.0
3269,1,0,2018,1,881.0,138.0,55.48,3.62,34.01,2.66,42.23,5.0,0.0,6502.0,2164.0,219.0,1480.0,94.0,2545.0
3275,1,0,2009,11,880.0,107.0,42.83,0.66,49.51,0.0,14.00,2.0,2.0,6628.0,4292.0,22.0,1491.0,0.0,823.0
3277,1,0,2010,6,880.0,237.0,62.38,15.49,98.84,0.0,60.29,26.0,3.0,12450.0,3050.0,1338.0,4274.0,0.0,3788.0
3278,1,0,2010,9,880.0,207.0,70.93,13.15,89.07,0.0,33.84,4.0,3.0,12210.0,4721.0,829.0,4498.0,0.0,2162.0
3279,1,0,2012,3,880.0,224.0,68.43,8.22,78.20,0.0,69.15,19.0,2.0,10883.0,3344.0,690.0,2548.0,0.0,4301.0
3452,1,0,2004,2,879.0,231.0,78.16,18.72,75.37,0.0,58.75,4.0,0.0,10880.0,3797.0,1049.0,2631.0,0.0,3403.0
3455,1,0,2009,6,879.0,272.0,94.86,23.54,94.67,0.0,58.92,22.0,14.0,17656.0,5119.0,2014.0,6221.0,0.0,4302.0
3456,1,0,2010,2,879.0,262.0,53.66,12.37,162.30,0.0,33.67,34.0,1.0,14636.0,2890.0,748.0,8668.0,0.0,2330.0
3458,1,0,2013,3,879.0,158.0,49.30,8.31,43.68,0.18,56.54,19.0,0.0,7530.0,2194.0,415.0,1760.0,37.0,3124.0
3459,1,0,2014,1,879.0,228.0,68.54,22.44,81.68,0.0,55.34,25.0,3.0,12140.0,3837.0,1596.0,3112.0,0.0,3595.0
3467,1,0,2012,10,878.0,252.0,97.03,3.74,91.98,0.0,59.25,49.0,2.0,12643.0,5739.0,345.0,2839.0,0.0,3720.0
3469,1,0,2015,7,878.0,161.0,62.93,3.38,37.51,1.82,55.35,7.0,1.0,9381.0,3781.0,190.0,1731.0,48.0,3631.0
3481,1,0,2011,6,877.0,224.0,69.62,12.07,93.84,0.0,48.47,21.0,12.0,10857.0,3695.0,825.0,3445.0,0.0,2892.0
3493,1,0,2015,1,876.0,200.0,59.98,10.44,73.98,0.14,55.46,15.0,0.0,11993.0,3108.0,761.0,3394.0,21.0,4709.0
3508,1,0,2010,10,874.0,105.0,51.55,2.04,25.19,0.8,25.41,8.0,1.0,4792.0,2688.0,245.0,722.0,20.0,1117.0
3509,1,0,2014,4,874.0,169.0,40.18,3.29,75.51,0.0,50.03,5.0,0.0,9685.0,2040.0,108.0,4758.0,0.0,2779.0
3514,1,0,2005,5,873.0,126.0,36.41,13.65,37.31,0.0,38.64,3.0,0.0,7567.0,2111.0,854.0,1652.0,0.0,2950.0
3521,1,0,2012,1,873.0,248.0,63.17,5.72,159.26,0.0,19.85,26.0,4.0,16180.0,4168.0,479.0,10014.0,0.0,1519.0
3523,1,0,2017,8,873.0,199.0,59.45,7.93,63.84,2.09,65.70,5.0,0.0,11108.0,3152.0,572.0,3037.0,65.0,4282.0
3530,1,0,2007,9,871.0,225.0,86.38,6.56,75.26,1.14,55.66,11.0,1.0,12093.0,4908.0,630.0,2725.0,20.0,3810.0
3533,1,0,2008,10,871.0,98.0,49.98,5.27,22.02,0.0,20.73,3.0,3.0,4604.0,2720.0,176.0,626.0,0.0,1082.0
3534,1,0,2008,11,871.0,231.0,60.29,0.48,142.84,0.0,27.39,1.0,2.0,12514.0,4456.0,27.0,5924.0,0.0,2107.0
3535,1,0,2011,4,871.0,243.0,83.56,12.7,90.52,0.0,56.22,20.0,6.0,12929.0,4501.0,1041.0,3780.0,0.0,3607.0
3540,1,0,2015,4,871.0,211.0,63.11,11.26,72.48,0.4,63.75,3.0,2.0,11659.0,3531.0,1035.0,2576.0,12.0,4505.0
3543,1,0,2004,5,870.0,197.0,42.24,10.17,90.04,0.0,54.55,22.0,3.0,13006.0,2504.0,974.0,4946.0,0.0,4582.0
3545,1,0,2005,9,870.0,165.0,67.31,12.57,46.27,0.0,38.85,7.0,0.0,9440.0,4128.0,816.0,1878.0,0.0,2618.0
3548,1,0,2008,2,870.0,355.0,127.61,17.95,97.12,0.0,112.33,18.0,1.0,20893.0,7938.0,1234.0,4036.0,0.0,7685.0
3552,1,0,2012,9,870.0,467.0,153.39,5.66,204.74,0.0,103.20,27.0,1.0,27181.0,9625.0,294.0,10109.0,0.0,7153.0
3581,1,0,2006,4,87.0,22.0,3.54,0.74,7.16,0.0,10.56,0.0,0.0,937.0,119.0,24.0,330.0,0.0,464.0
3686,1,0,2004,1,8691.0,3346.0,264.81,112.07,2336.58,1.01,631.53,793.0,10.0,235984.0,21812.0,8264.0,150749.0,31.0,55128.0
3689,1,0,2008,4,869.0,216.0,75.39,0.65,72.16,1.0,66.81,58.0,0.0,10510.0,3934.0,141.0,2650.0,20.0,3765.0
3691,1,0,2010,4,869.0,129.0,68.79,5.29,24.11,0.96,29.84,7.0,4.0,6395.0,3657.0,376.0,789.0,27.0,1546.0
3692,1,0,2012,3,869.0,223.0,71.36,8.05,87.21,1.0,55.38,9.0,1.0,10675.0,3405.0,498.0,2770.0,38.0,3964.0
3693,1,0,2012,11,869.0,299.0,74.94,1.83,175.35,0.0,46.88,17.0,6.0,18545.0,3999.0,118.0,11422.0,0.0,3006.0
3701,1,0,2005,8,868.0,196.0,46.91,22.1,67.82,0.0,59.18,18.0,3.0,9296.0,1985.0,1400.0,2514.0,0.0,3397.0
3702,1,0,2006,12,868.0,204.0,58.45,9.47,49.62,0.0,86.46,40.0,1.0,12089.0,3271.0,878.0,2060.0,0.0,5880.0
3709,1,0,2014,10,868.0,210.0,58.85,3.99,82.04,0.21,64.91,8.0,0.0,10025.0,2942.0,233.0,2814.0,23.0,4013.0
3719,1,0,2009,2,867.0,336.0,61.65,3.26,232.40,0.0,38.68,28.0,2.0,23151.0,3369.0,194.0,16028.0,0.0,3560.0
3720,1,0,2009,4,867.0,195.0,92.90,8.34,42.60,0.0,51.17,6.0,1.0,10722.0,4385.0,688.0,1756.0,0.0,3893.0
3721,1,0,2011,10,867.0,141.0,57.97,6.96,44.68,0.0,31.39,4.0,3.0,6135.0,2393.0,534.0,1496.0,0.0,1712.0
3724,1,0,2013,9,867.0,154.0,48.16,8.34,61.83,0.0,35.68,7.0,3.0,8438.0,2910.0,585.0,2821.0,0.0,2122.0
3725,1,0,2016,9,867.0,134.0,43.72,10.11,38.90,0.0,41.28,0.0,0.0,6904.0,2277.0,572.0,1561.0,0.0,2494.0
3729,1,0,2006,11,866.0,184.0,40.57,3.97,84.05,0.0,55.41,16.0,2.0,8709.0,2213.0,453.0,3043.0,0.0,3000.0
3737,1,0,2014,1,866.0,212.0,80.48,15.11,62.64,0.0,53.78,20.0,1.0,9871.0,3340.0,1163.0,1839.0,0.0,3529.0
3738,1,0,2014,3,866.0,193.0,55.15,7.79,81.31,0.0,48.76,8.0,0.0,8273.0,2785.0,533.0,2371.0,0.0,2584.0
3745,1,0,2009,2,865.0,163.0,50.87,2.83,71.09,0.0,38.20,12.0,1.0,7719.0,3013.0,159.0,2321.0,0.0,2226.0
3769,1,0,2009,9,863.0,173.0,36.70,7.18,111.12,0.13,17.87,1.0,3.0,9294.0,2388.0,616.0,4992.0,14.0,1284.0
3784,1,0,2015,1,862.0,225.0,65.51,17.84,67.48,0.0,74.17,53.0,1.0,11123.0,3067.0,1079.0,2639.0,0.0,4338.0
3790,1,0,2006,9,861.0,146.0,41.55,11.89,39.20,0.0,53.36,15.0,4.0,8084.0,2032.0,943.0,1769.0,0.0,3340.0
3791,1,0,2007,6,861.0,381.0,62.98,32.84,160.57,0.55,124.07,44.0,4.0,28120.0,3659.0,3423.0,10735.0,22.0,10281.0
3796,1,0,2009,3,861.0,193.0,92.93,5.45,57.73,0.0,36.90,15.0,2.0,9272.0,4704.0,277.0,1874.0,0.0,2417.0
3799,1,0,2013,12,861.0,228.0,68.73,18.83,65.73,0.0,74.71,47.0,1.0,11336.0,3175.0,1308.0,2264.0,0.0,4589.0
3800,1,0,2014,1,861.0,183.0,63.76,31.12,31.03,0.0,57.08,62.0,3.0,10828.0,3842.0,2192.0,1276.0,0.0,3518.0
3802,1,0,2016,3,861.0,156.0,60.04,1.31,38.11,0.0,56.54,4.0,6.0,8603.0,3085.0,176.0,1530.0,0.0,3812.0
3809,1,0,2015,8,860.0,180.0,65.58,7.02,53.10,0.51,53.79,9.0,4.0,10043.0,3573.0,403.0,2757.0,24.0,3286.0
3932,1,0,2004,3,8594.0,2986.0,194.20,47.7,2247.39,4.62,492.09,312.0,12.0,212091.0,22415.0,3396.0,146826.0,209.0,39245.0
3935,1,0,2007,11,859.0,205.0,89.47,5.81,48.98,0.0,60.75,2.0,0.0,9814.0,4803.0,264.0,1448.0,0.0,3299.0
3936,1,0,2008,1,859.0,220.0,78.48,17.44,39.57,0.53,83.98,27.0,0.0,11333.0,3912.0,694.0,1365.0,18.0,5344.0
3939,1,0,2011,11,859.0,332.0,72.41,5.16,212.30,0.0,42.12,9.0,2.0,16007.0,3637.0,233.0,9641.0,0.0,2496.0
3941,1,0,2013,11,859.0,87.0,41.87,4.58,17.52,0.0,23.03,9.0,0.0,3713.0,1609.0,161.0,607.0,0.0,1336.0
3942,1,0,2015,6,859.0,216.0,60.37,13.73,87.11,0.0,54.78,11.0,8.0,13816.0,3431.0,1219.0,4988.0,0.0,4178.0
3947,1,0,2005,7,858.0,281.0,73.53,24.77,92.67,0.0,90.03,12.0,4.0,19194.0,4022.0,1833.0,5610.0,0.0,7729.0
3955,1,0,2016,6,858.0,198.0,71.76,7.7,43.60,0.0,74.93,6.0,1.0,11614.0,4287.0,522.0,1812.0,0.0,4993.0
3973,1,0,2005,10,856.0,107.0,46.33,4.74,34.96,0.0,20.97,28.0,7.0,6574.0,2280.0,479.0,2296.0,0.0,1519.0
3977,1,0,2007,9,856.0,218.0,61.80,7.64,85.88,0.0,62.69,7.0,3.0,11410.0,2889.0,598.0,3566.0,0.0,4357.0
3985,1,0,2010,2,855.0,262.0,75.32,19.25,117.75,0.0,49.69,31.0,2.0,16025.0,4863.0,1149.0,6116.0,0.0,3897.0
3986,1,0,2010,3,855.0,204.0,87.37,12.28,65.39,0.0,38.97,10.0,0.0,10784.0,5545.0,783.0,2121.0,0.0,2335.0
3992,1,0,2013,1,855.0,120.0,57.82,8.4,18.85,0.0,34.93,14.0,3.0,5735.0,2820.0,487.0,582.0,0.0,1846.0
3993,1,0,2015,7,855.0,138.0,48.88,5.99,40.93,0.0,42.20,3.0,3.0,6868.0,2591.0,237.0,1467.0,0.0,2573.0
3999,1,0,2007,11,854.0,204.0,64.08,3.94,55.83,0.0,80.16,6.0,2.0,8781.0,2778.0,160.0,1971.0,0.0,3872.0
4000,1,0,2007,12,854.0,285.0,88.62,22.88,61.77,0.0,111.74,24.0,1.0,14947.0,4649.0,1083.0,2259.0,0.0,6956.0
4007,1,0,2014,10,854.0,186.0,68.07,9.02,61.96,0.69,46.27,2.0,1.0,9308.0,3586.0,861.0,1922.0,105.0,2834.0
4012,1,0,2008,3,853.0,279.0,103.10,13.74,65.77,0.0,96.39,45.0,0.0,15392.0,5515.0,1065.0,3240.0,0.0,5572.0
4013,1,0,2009,1,853.0,173.0,68.35,21.35,39.81,1.21,42.28,31.0,1.0,8170.0,2739.0,1547.0,1430.0,24.0,2430.0
4020,1,0,2017,5,8522.0,1230.0,354.54,22.43,460.68,3.52,388.84,43.0,21.0,68338.0,22521.0,1482.0,17507.0,128.0,26700.0
4022,1,0,2004,6,852.0,216.0,50.85,32.48,68.12,0.0,64.55,10.0,2.0,12534.0,2668.0,2182.0,3573.0,0.0,4111.0
4023,1,0,2004,7,852.0,219.0,55.42,18.15,87.87,0.43,57.13,20.0,2.0,12253.0,3176.0,1317.0,4043.0,9.0,3708.0
4032,1,0,2012,1,852.0,187.0,83.98,14.17,60.66,1.0,27.20,18.0,3.0,8250.0,4103.0,516.0,1847.0,21.0,1763.0
